篓簍
浈湞
浉溮
浊濁
测測
浍澮
济濟
浏瀏
浐滻
浑渾
浒滸
浔潯
浕濜
涂塗
涂涂
涌涌
涛濤
涝澇
涞淶
涟漣
涠潿
涡渦
涢溳
涣渙
涤滌
润潤
涧澗
涨漲
涩澀
淀澱
淀淀
渊淵
渌淥
渍漬
渎瀆
渐漸
渑澠
渔漁
渖瀋
渗滲
温溫
游遊
游游
湾灣
湿溼
溃潰
溅濺
溆漵
溇漊
滗潷
滚滾
滞滯
滟灩
滠灄
满滿
滢瀅
滤濾
滥濫
滦灤
滨濱
滪澦
漓漓
漓灕
漤灠
潆瀠
潇瀟
潋瀲
潴瀦
澛瀂
澜瀾
濑瀨
濒瀕
灏灝
灭滅
灯燈
灵靈
灶竈
灾災
灿燦
炀煬
炖燉
炜煒
炝熗
点點
炼煉
炼鍊
炽熾
烁爍
烂爛
烃烴
烛燭
烟煙
烟菸
烦煩
烧燒
烨燁
烩燴
烫燙
烬燼
热熱
焕煥
焖燜
焘燾
煴熅
熏薰
熏燻
爱愛
牍牘
牦氂
牺犧
犊犢
状狀
犷獷
犸獁
犹猶
狈狽
狞獰
独獨
狭狹
狮獅
狯獪
狰猙
狱獄
狲猻
猃獫
猎獵
猕獼
猡玀
猪豬
猬蝟
献獻
獭獺
玑璣
玛瑪
玮瑋
环環
现現
玺璽
珐琺
珑瓏
珰璫
珲琿
琏璉
琐瑣
琼瓊
瑶瑤
瑷璦
璎瓔
瓒瓚
瓮甕
瓯甌
电電
画畫
畅暢
畴疇
疖癤
疗療
疠癘
疡瘍
疬癧
疮瘡
疯瘋
疱皰
疴痾
症症
症癥
痉痙
痒癢
痖瘂
痨癆
痪瘓
痫癇
痴癡
瘅癉
瘗瘞
瘘瘻
瘪癟
瘫癱
瘾癮
瘿癭
癞癩
癣癬
癫癲
皂皁
皂皂
皑皚
皱皺
皲皸
盐鹽
监監
盖蓋
盗盜
盘盤
眍瞘
眦眥
眬矓
睁睜
睐睞
睑瞼
瞒瞞
瞩矚
矩矩
矩榘
矫矯
矶磯
矾礬
矿礦
砀碭
码碼
砗硨
砚硯
砜碸
砺礪
砻礱
砾礫
础礎
硕碩
硖硤
硗磽
确確
确确
硵磠
硷鹼
碍礙
碛磧
碜磣
碱鹼
礼禮
祢禰
祯禎
祷禱
祸禍
禀稟
禅禪
离離
私私
私俬
秃禿
秆稈
秋秋
秋鞦
种種
种种
秘祕
积積
称稱
秽穢
秾穠
稆穭
税稅
稣穌
稳穩
穑穡
穗穗
穗繐
穷窮
窃竊
窍竅
窎窵
窜竄
窝窩
窥窺
窦竇
窭窶
竖豎
竞競
笃篤
笋筍
笔筆
笕筧
笺箋
笼籠
笾籩
筑築
筑筑
筚篳
筛篩
筝箏
筹籌
简簡
箓籙
箦簀
箧篋
箨籜
箩籮
箪簞
箫簫
篑簣
篮籃
篱籬
簖籪
籁籟
籴糴
类類
籼秈
粜糶
粝糲
粤粵
粪糞
粮糧
粽糉
糁糝
糇餱
糍餈
系系
系係
系繫
紧緊
累累
絷縶
纟糹
纠糾
纡紆
红紅
纣紂
纤纖
纤縴
纥紇
级級
纨紈
纩纊
纪紀
纫紉
纭紜
纮紘
纯純
纰紕
纱紗
纲綱
纳納
纴紝
纵縱
纶綸
纷紛
纹紋
纺紡
纻紵
纼紖
纾紓
线線
绀紺
绁紲
绂紱
练練
组組
绅紳
细細
织織
终終
绉縐
绊絆
绋紼
绌絀
绍紹
绎繹
经經
绐紿
绑綁
绒絨
结結
绔絝
绕繞
绖絰
绗絎
绘繪
给給
绚絢
绛絳
络絡
绝絕
绞絞
统統
绠綆
绡綃
绢絹
绣繡
绤綌
绥綏
绦絛
继繼
绨綈
绩績
绪緒
绫綾
绬緓
续續
绮綺
绯緋
绰綽
绱鞝
绲緄
绳繩
绵綿
绶綬
绷繃
绸綢
绹綯
绺綹
绻綣
综綜
绽綻
绾綰
绿綠
缀綴
缁緇
缂緙
缃緗
缄緘
缅緬
缆纜
缇緹
缈緲
缉緝
缊縕
缋繢
缌緦
缍綞
缎緞
缏緶
缑緱
缒縋
缓緩
缔締
缕縷
编編
缗緡
缙縉
缚縛
缛縟
缜縝
缝縫
缞縗
缟縞
缠纏
缡縭
缢縊
缣縑
缤繽
缥縹
缦縵
缧縲
缩縮
缪繆
缫繅
缬纈
缭繚
缮繕
缯繒
缰繮
缱繾
缲繰
缳繯
缴繳
缵纘
罂罌
网網
罗羅
罚罰
罢罷
罴羆
羁羈
羟羥
羡羨
群羣
翘翹
翙翽
翚翬
耢耮
耧耬
耸聳
耻恥
聂聶
聋聾
聍聹
联聯
聩聵
聪聰
肃肅
肠腸
肤膚
肮骯
肴餚
肾腎
肿腫
胀脹
胆膽
背背
背揹
胜勝
胜胜
胡胡
胡鬍
胡衚
胧朧
胨腖
胪臚
胫脛
胶膠
脉脈
脍膾
脏髒
脏臟
脐臍
脑腦
脔臠
脚腳
脱脫
脶腡
脸臉
腊臘
腊腊
腌醃
腌腌
腭齶
腻膩
腼靦
腽膃
腾騰
膑臏
膻羶
膻膻
致致
致緻
舆輿
舍舍
舍捨
舣艤
舰艦
舱艙
舻艫
艰艱
艳豔
艺藝
节節
芈羋
芗薌
芜蕪
芸芸
芸蕓
苁蓯
苈藶
苋莧
苌萇
苍蒼
苎苧
苏蘇
苏甦
苏囌
苔苔
苔薹
苘檾
苹蘋
苹苹
范範
范范
茎莖
茏蘢
茑蔦
茔塋
茕煢
茧繭
荆荊
荐薦
荐荐
荚莢
荛蕘
荜蓽
荞蕎
荟薈
荠薺
荡蕩
荡盪
荣榮
荤葷
荥滎
荦犖
荨蕁
荩藎
荪蓀
荫蔭
荫廕
荬蕒
荭葒
荮葤
莅蒞
莱萊
莲蓮
莳蒔
莴萵
莶薟
获獲
获穫
莸蕕
莺鶯
莼蓴
萝蘿
萦縈
萧蕭
萨薩
葱蔥
蒇蕆
蒉蕢
蒋蔣
蒌蔞
蒙蒙
蒙矇
蒙濛
蒙懞
蓝藍
蓟薊
蓠蘺
蓣蕷
蓥鎣
蓦驀
蔑蔑
蔑衊
蔹蘞
蔺藺
蔼藹
蕰薀
蕲蘄
蕴蘊
薮藪
藓蘚
蘖櫱
虑慮
虚虛
虫蟲
虫虫
虬虯
虮蟣
虱蝨
虽雖
虾蝦
虿蠆
蚀蝕
蚁蟻
蚂螞
蚕蠶
蚝蠔
蚝蚝
蚬蜆
蛊蠱
蛎蠣
蛏蟶
蛮蠻
蛰蟄
蛱蛺
蛲蟯
蛳螄
蛴蠐
蜕蛻
蜗蝸
蜡蠟
蜡蜡
蝈蟈
蝉蟬
蝼螻
蝾蠑
螀螿
螨蟎
衅釁
衔銜
补補
表表
表錶
衬襯
衮袞
袄襖
袅嫋
袅裊
袜襪
装裝
裆襠
裢褳
裣襝
裤褲
裥襇
褛褸
褴襤
见見
观觀
规規
觅覓
视視
觇覘
览覽
觉覺
觊覬
觋覡
觌覿
觎覦
觏覯
觐覲
觑覷
觞觴
触觸
觯觶
誉譽
誊謄
讠訁
计計
订訂
讣訃
认認
讥譏
讦訐
讧訌
讨討
让讓
讪訕
讫訖
训訓
议議
讯訊
记記
讲講
讳諱
讵詎
讶訝
讷訥
许許
讹訛
论論
讼訟
讽諷
设設
访訪
诀訣
证證
诂詁
诃訶
评評
诅詛
识識
诉訴
诊診
诋詆
诌謅
词詞
诎詘
译譯
诒詒
诓誆
诔誄
试試
诖詿
诗詩
诘詰
诙詼
诚誠
诛誅
诜詵
话話
诞誕
诟詬
诠詮
诡詭
询詢
诣詣
该該
详詳
诧詫
诨諢
诩詡
诫誡
诬誣
语語
诮誚
误誤
诰誥
诱誘
诲誨
诳誑
说說
诵誦
诶誒
请請
诸諸
诹諏
读讀
诼諑
诽誹
课課
诿諉
谀諛
谁誰
谂諗
调調
谄諂
谅諒
谆諄
谇誶
谊誼
谌諶
谍諜
谎謊
谏諫
谑謔
谒謁
谔諤
谕諭
谖諼
谗讒
谘諮
谙諳
谚諺
谛諦
谜謎
谝諞
谟謨
谠讜
谡謖
谤謗
谥諡
谥謚
谧謐
谨謹
谪謫
谫譾
谬謬
谭譚
谮譖
谯譙
谰讕
谱譜
谲譎
谳讞
谵譫
谶讖
谷谷
谷穀
贝貝
贞貞
负負
贡貢
财財
责責
贤賢
败敗
账賬
货貨
质質
贩販
贪貪
贬貶
购購
贮貯
贯貫
贰貳
贱賤
贲賁
贳貰
贴貼
贵貴
贶貺
贷貸
费費
贺賀
贻貽
贼賊
贽贄
贾賈
贿賄
赀貲
赁賃
赃贓
资資
赅賅
赆贐
赇賕
赈賑
赉賚
赊賒
赋賦
赌賭
赍齎
赎贖
赏賞
赐賜
赓賡
赔賠
赕賧
赖賴
赘贅
赙賻
赚賺
赛賽
赜賾
赝贗
赞贊
赞讚
赠贈
赡贍
赣贛
赵趙
赶趕
趋趨
趱趲
趸躉
跄蹌
跞躒
践踐
跷蹺
跸蹕
跹躚
跻躋
踊踊
踌躊
踪蹤
踬躓
踯躑
蹑躡
蹒蹣
蹰躕
蹿躥
躏躪
躜躦
躯軀
车車
轧軋
轨軌
轩軒
轫軔
轭軛
轮輪
软軟
轰轟
轱軲
轲軻
轳轤
轴軸
轵軹
轶軼
轷軤
轸軫
轹轢
轺軺
轻輕
轼軾
载載
轾輊
轿轎
辁輇
辂輅
较較
辄輒
辅輔
辆輛
辇輦
辈輩
辉輝
辊輥
辋輞
辍輟
辎輜
辏輳
辐輻
辑輯
输輸
辔轡
辕轅
辖轄
辘轆
辙轍
辚轔
辞辭
辟闢
辟辟
辩辯
辫辮
边邊
辽遼
达達
过過
迈邁
运運
还還
这這
进進
连連
迟遲
迩邇
迳逕
迹跡
迹蹟
适適
适适
选選
逊遜
递遞
逦邐
逻邏
遗遺
邓鄧
邝鄺
邬鄔
邮郵
邹鄒
邺鄴
邻鄰
郁鬱
郁郁
郏郟
郐鄶
郑鄭
郓鄆
郦酈
郧鄖
郸鄲
酂酇
酝醞
酰醯
酱醬
酸酸
酸痠
酽釅
酾釃
酿釀
采採
采采
采寀
释釋
里裏
里里
鉴鑑
鉴鑒
銮鑾
錾鏨
钅釒
钆釓
钇釔
针針
针鍼
钉釘
钊釗
钋釙
钌釕
钍釷
钏釧
钐釤
钑鈒
钒釩
钓釣
钔鍆
钕釹
钖鍚
钗釵
钘鈃
钙鈣
钚鈈
钛鈦
钜鉅
钝鈍
钞鈔
钟鍾
钟鐘
钠鈉
钡鋇
钢鋼
钣鈑
钤鈐
钦欽
钧鈞
钨鎢
钩鉤
钪鈧
钫鈁
钬鈥
钭鈄
钯鈀
钰鈺
钲鉦
钴鈷
钵鉢
钶鈳
钷鉕
钸鈽
钹鈸
钺鉞
钻鑽
钼鉬
钽鉭
钾鉀
钿鈿
铀鈾
铁鐵
铂鉑
铃鈴
铄鑠
铇鉋
铈鈰
铉鉉
铊鉈
铋鉍
铌鈮
铍鈹
铎鐸
铏鉶
铐銬
铑銠
铒鉺
铓鋩
铔錏
铕銪
铖鋮
铗鋏
铘鋣
铙鐃
铚銍
铛鐺
铜銅
铝鋁
铞銱
铟銦
铠鎧
铢銖
铤鋌
铥銩
铦銛
铧鏵
铨銓
铩鎩
铪鉿
铫銚
铬鉻
铭銘
铮錚
铯銫
铰鉸
铲鏟
铲剷
铳銃
铴鐋
铵銨
银銀
铷銣
铸鑄
铹鐒
铺鋪
铻鋙
铼錸
铽鋱
链鏈
链鍊
铿鏗
销銷
锁鎖
锂鋰
锃鋥
锄鋤
锅鍋
锆鋯
锇鋨
锈鏽
锉銼
锊鋝
锋鋒
锍鋶
锎鐦
锏鐧
锐銳
锑銻
锒鋃
锓鋟
锔鋦
锕錒
锖錆
锗鍺
锘鍩
错錯
锛錛
锜錡
锝鍀
锞錁
锟錕
锠錩
锡錫
锢錮
锣鑼
锤錘
锥錐
锦錦
锨杴
锩錈
锪鍃
锫錇
锬錟
锭錠
键鍵
锯鋸
锰錳
锱錙
锲鍥
锴鍇
锵鏘
锶鍶
锷鍔
锸鍤
锹鍬
锺鍾
锻鍛
锼鎪
锾鍰
锿鎄
镀鍍
镂鏤
镄鐨
镅鎇
镆鏌
镇鎮
镉鎘
镊鑷
镌鐫
镍鎳
镎鎿
镏鎦
镐鎬
镑鎊
镒鎰
镓鎵
镔鑌
镖鏢
镗鏜
镘鏝
镙鏍
镛鏞
镜鏡
镝鏑
镞鏃
镟鏇
镡鐔
镢钁
镣鐐
镤鏷
镥鑥
镦鐓
镧鑭
镨鐠
镩鑹
镪鏹
镫鐙
镬鑊
镭鐳
镯鐲
镰鐮
镰鎌
镱鐿
镲鑔
镳鑣
镶鑲
长長
门門
闩閂
闪閃
闫閆
闭閉
问問
闯闖
闰閏
闱闈
闲閒
闲閑
闳閎
间間
闵閔
闶閌
闷悶
闹鬧
闺閨
闻聞
闼闥
闽閩
闾閭
阀閥
阁閣
阂閡
阃閫
阄鬮
阅閱
阆閬
阈閾
阉閹
阊閶
阋鬩
阌閿
阍閽
阎閻
阏閼
阐闡
阑闌
阒闃
阔闊
阕闋
阖闔
阗闐
阙闕
阚闞
队隊
阳陽
阴陰
阵陣
阶階
际際
陈陳
陉陘
陕陝
陧隉
陨隕
险險
随隨
隐隱
隶隸
隽雋
难難
雇僱
雏雛
雕雕
雕鵰
雠讎
雳靂
雾霧
霁霽
霭靄
靓靚
静靜
面面
面麪
靥靨
鞑韃
鞒鞽
鞯韉
鞲韝
韧韌
韨韍
韩韓
韪韙
韫韞
韬韜
韵韻
顶頂
顷頃
顸頇
项項
顺順
须須
须鬚
顼頊
顽頑
顾顧
顿頓
颀頎
颁頒
颂頌
颃頏
预預
领領
颇頗
颈頸
颉頡
颊頰
颌頜
颍潁
颏頦
颐頤
颓頹
颔頷
颗顆
题題
颚顎
颛顓
颜顏
额額
颞顳
颟顢
颠顛
颡顙
颢顥
颤顫
颥顬
颦顰
风風
飑颮
飒颯
飓颶
飕颼
飘飄
飙飆
飚飈
飞飛
飨饗
餍饜
饣飠
饤飣
饥飢
饥饑
饦飥
饧餳
饨飩
饩餼
饪飪
饫飫
饬飭
饭飯
饮飲
饯餞
饰飾
饱飽
饲飼
饳飿
饴飴
饵餌
饶饒
饷餉
饸餄
饹餎
饺餃
饻餏
饼餅
饽餑
饾餖
饿餓
馀餘
馁餒
馂餕
馃餜
馄餛
馅餡
馆館
馇餷
馈饋
馉餶
馊餿
馋饞
馍饃
馏餾
馐饈
馑饉
馒饅
馓饊
馔饌
馕饢
马馬
驭馭
驮馱
驯馴
驰馳
驱驅
驳駁
驵駔
驶駛
驷駟
驸駙
驹駒
驺騶
驼駝
驽駑
驾駕
驿驛
骀駘
骁驍
骂罵
骄驕
骅驊
骆駱
骇駭
骈駢
骊驪
骋騁
验驗
骏駿
骐騏
骑騎
骒騍
骓騅
骖驂
骗騙
骘騭
骚騷
骛騖
骜驁
骝騮
骞騫
骟騸
骠驃
骡騾
骢驄
骣驏
骤驟
骥驥
骧驤
髅髏
髋髖
髌髕
鬓鬢
魇魘
魉魎
鱼魚
鱽魛
鱾魢
鱿魷
鲀魨
鲂魴
鲃䰾
鲄魺
鲅鮁
鲆鮃
鲇鯰
鲈鱸
鲉鮋
鲊鮓
鲋鮒
鲌鮊
鲍鮑
鲎鱟
鲏鮍
鲐鮐
鲑鮭
鲒鮚
鲓鮳
鲔鮪
鲕鮞
鲖鮦
鲗鰂
鲘鮜
鲙鱠
鲚鱭
鲛鮫
鲜鮮
鲝鮺
鲞鯗
鲟鱘
鲠鯁
鲡鱺
鲢鰱
鲣鰹
鲤鯉
鲥鰣
鲦鰷
鲧鯀
鲨鯊
鲩鯇
鲪鮶
鲫鯽
鲬鯒
鲭鯖
鲮鯪
鲯鯕
鲰鯫
鲱鯡
鲲鯤
鲳鯧
鲴鯝
鲵鯢
鲶鯰
鲷鯛
鲸鯨
鲹鰺
鲺鯴
鲻鯔
鲼鱝
鲽鰈
鲾鰏
鲿鱨
鳀鯷
鳁鰮
鳂鰃
鳃鰓
鳄鱷
鳅鰍
鳆鰒
鳇鰉
鳈鰁
鳉鱂
鳊鯿
鳋鰠
鳌鰲
鳍鰭
鳎鰨
鳏鰥
鳐鰩
鳑鰟
鳒鰜
鳓鰳
鳔鰾
鳕鱈
鳖鱉
鳗鰻
鳘鰵
鳙鱅
鳚䲁
鳛鰼
鳜鱖
鳝鱔
鳞鱗
鳟鱒
鳠鱯
鳡鱤
鳢鱧
鸟鳥
鸠鳩
鸡雞
鸢鳶
鸣鳴
鸦鴉
鸨鴇
鸩鴆
鸪鴣
鸫鶇
鸬鸕
鸭鴨
鸯鴦
鸱鴟
鸲鴝
鸳鴛
鸵鴕
鸶鷥
鸷鷙
鸸鴯
鸹鴰
鸺鵂
鸽鴿
鸾鸞
鸿鴻
鹁鵓
鹂鸝
鹃鵑
鹄鵠
鹅鵝
鹆鵒
鹇鷳
鹈鵜
鹉鵡
鹊鵲
鹋鶓
鹌鵪
鹎鵯
鹏鵬
鹑鶉
鹕鶘
鹗鶚
鹘鶻
鹚鶿
鹛鶥
鹜鶩
鹞鷂
鹣鶼
鹤鶴
鹦鸚
鹧鷓
鹨鷚
鹩鷯
鹪鷦
鹫鷲
鹬鷸
鹭鷺
鹱鸌
鹳鸛
鹾鹺
麦麥
麸麩
麽麼
黄黃
黉黌
黩黷
黪黲
黾黽
鼋黿
鼍鼉
鼗鞀
鼹鼴
齄齇
齐齊
齑齏
齿齒
龀齔
龁齕
龂齗
龃齟
龄齡
龅齙
龆齠
龇齜
龈齦
龉齬
龊齪
龋齲
龌齷
龙龍
龚龔
龛龕
龟龜
录錄
录彔
陆陸
㛠𡢃
㟆㠏
𢫊𢷮
𢫞𢶫
𨱀𨥛
𨱊𨧱
𨱔鐏
𨸂閍
𨸌𨶮
㖊噚
㚯㜄
㛿𡠹
𥮋𥸠
𨱁鈠
𨱋錂
𨱕𨮂
𨸃閐
㔉劚
㟜𡾱
𢬦𢹿
𥬀䉙
𥬞籋
𥱔𥵃
𨱂鈋
𨱌鏆
𨱖䥩
𨸄䦘
𨸎𨷲
𨸘𨽏
㛣㜏
𢭏擣
𨱃鈲
𨱍鎯
𨸅𨴗
㛤孋
𢫬摋
𥧂𥨐
𥬠篘
𨱄鈯
𨱎鍮
𨸆𨵩
𥭉𥵊
𨱅鉁
𨱏鎝
𨸇𨵸
㓥劏
𨱆龯
𨱐𨫒
𨱇銶
𨱑鐄
𨷿䦳
𨸉𨶀
㛀媰
